device,rho,seed,deadline_ratio,deadline_ms,epsilon,skip_mode,r_good_mbps,r_bad_mbps,rate_ratio,pi_bad_observed,lag1_autocorr,forced_count,discretionary_budget,check,passed,detail,severity
device_0,0.0,1702.0,1.2,43.254,0.1,drop,40.0,12.0,3.3333333333333335,0.2044,-0.0003880774600071656,325.0,675.0,energy_P2_le_P0,True,0.0919492964 <= 0.109666841,required
device_0,0.0,1702.0,1.2,43.254,0.1,drop,40.0,12.0,3.3333333333333335,0.2044,-0.0003880774600071656,325.0,675.0,energy_P0_le_P1,True,0.109666841 <= 0.118329867,required
device_0,0.0,1702.0,1.2,43.254,0.1,drop,40.0,12.0,3.3333333333333335,0.2044,-0.0003880774600071656,325.0,675.0,violation_P0_within_budget,True,0.1 <= 0.105,required
device_0,0.0,1702.0,1.2,43.254,0.1,drop,40.0,12.0,3.3333333333333335,0.2044,-0.0003880774600071656,325.0,675.0,violation_P2_within_budget,True,0.1 <= 0.105,required
device_0,0.0,1702.0,1.2,43.254,0.1,drop,40.0,12.0,3.3333333333333335,0.2044,-0.0003880774600071656,325.0,675.0,violation_P2prime_within_budget,True,0.1 <= 0.105,required
device_0,0.0,1702.0,1.2,43.254,0.1,drop,40.0,12.0,3.3333333333333335,0.2044,-0.0003880774600071656,325.0,675.0,violation_P3_within_budget,True,0.1004 <= 0.105,required
device_0,0.0,1702.0,1.2,43.254,0.1,drop,40.0,12.0,3.3333333333333335,0.2044,-0.0003880774600071656,325.0,675.0,P1_equals_forced,True,0.0325 == 0.0325,required
device_0,0.0,1702.0,1.2,43.254,0.1,late,40.0,12.0,3.3333333333333335,0.2044,-0.0003880774600071656,325.0,675.0,energy_P2_le_P2prime,True,0.104519998 <= 0.104603535,required
device_0,0.0,1702.0,1.2,43.254,0.1,late,40.0,12.0,3.3333333333333335,0.2044,-0.0003880774600071656,325.0,675.0,energy_P2prime_le_P3,True,0.104603535 <= 0.105545157,diagnostic
device_0,0.0,1702.0,1.2,43.254,0.1,late,40.0,12.0,3.3333333333333335,0.2044,-0.0003880774600071656,325.0,675.0,energy_P2_le_P0,True,0.104519998 <= 0.119128364,required
device_0,0.0,1702.0,1.2,43.254,0.1,late,40.0,12.0,3.3333333333333335,0.2044,-0.0003880774600071656,325.0,675.0,energy_P0_le_P1,True,0.119128364 <= 0.123851235,required
device_0,0.0,1702.0,1.2,43.254,0.1,late,40.0,12.0,3.3333333333333335,0.2044,-0.0003880774600071656,325.0,675.0,violation_P0_within_budget,True,0.1 <= 0.105,required
device_0,0.0,1702.0,1.2,43.254,0.1,late,40.0,12.0,3.3333333333333335,0.2044,-0.0003880774600071656,325.0,675.0,violation_P2_within_budget,True,0.1 <= 0.105,required
device_0,0.0,1702.0,1.2,43.254,0.1,late,40.0,12.0,3.3333333333333335,0.2044,-0.0003880774600071656,325.0,675.0,violation_P2prime_within_budget,True,0.1 <= 0.105,required
device_0,0.0,1702.0,1.2,43.254,0.1,late,40.0,12.0,3.3333333333333335,0.2044,-0.0003880774600071656,325.0,675.0,violation_P3_within_budget,True,0.1003 <= 0.105,required
device_0,0.0,1702.0,1.2,43.254,0.1,late,40.0,12.0,3.3333333333333335,0.2044,-0.0003880774600071656,325.0,675.0,P1_equals_forced,True,0.0325 == 0.0325,required
device_0,0.0,1702.0,1.2,43.254,0.15,drop,40.0,12.0,3.3333333333333335,0.2044,-0.0003880774600071656,325.0,1175.0,energy_P2_le_P2prime,True,0.0726409304 <= 0.0727358348,required
device_0,0.0,1702.0,1.2,43.254,0.15,drop,40.0,12.0,3.3333333333333335,0.2044,-0.0003880774600071656,325.0,1175.0,energy_P2prime_le_P3,True,0.0727358348 <= 0.0744498292,diagnostic
device_0,0.0,1702.0,1.2,43.254,0.15,drop,40.0,12.0,3.3333333333333335,0.2044,-0.0003880774600071656,325.0,1175.0,energy_P2_le_P0,True,0.0726409304 <= 0.104051082,required
device_0,0.0,1702.0,1.2,43.254,0.15,drop,40.0,12.0,3.3333333333333335,0.2044,-0.0003880774600071656,325.0,1175.0,energy_P0_le_P1,True,0.104051082 <= 0.118329867,required
device_0,0.0,1702.0,1.2,43.254,0.15,drop,40.0,12.0,3.3333333333333335,0.2044,-0.0003880774600071656,325.0,1175.0,violation_P0_within_budget,True,0.15 <= 0.155,required
device_0,0.0,1702.0,1.2,43.254,0.15,drop,40.0,12.0,3.3333333333333335,0.2044,-0.0003880774600071656,325.0,1175.0,violation_P2_within_budget,True,0.15 <= 0.155,required
device_0,0.0,1702.0,1.2,43.254,0.15,drop,40.0,12.0,3.3333333333333335,0.2044,-0.0003880774600071656,325.0,1175.0,violation_P2prime_within_budget,True,0.15 <= 0.155,required
device_0,0.0,1702.0,1.2,43.254,0.15,drop,40.0,12.0,3.3333333333333335,0.2044,-0.0003880774600071656,325.0,1175.0,violation_P3_within_budget,True,0.1502 <= 0.155,required
device_0,0.0,1702.0,1.2,43.254,0.15,drop,40.0,12.0,3.3333333333333335,0.2044,-0.0003880774600071656,325.0,1175.0,P1_equals_forced,True,0.0325 == 0.0325,required
device_0,0.0,1702.0,1.2,43.254,0.15,late,40.0,12.0,3.3333333333333335,0.2044,-0.0003880774600071656,325.0,1175.0,energy_P2_le_P2prime,True,0.0910938001 <= 0.0914383394,required
device_0,0.0,1702.0,1.2,43.254,0.15,late,40.0,12.0,3.3333333333333335,0.2044,-0.0003880774600071656,325.0,1175.0,energy_P2prime_le_P3,True,0.0914383394 <= 0.0938689516,diagnostic
device_0,0.0,1702.0,1.2,43.254,0.15,late,40.0,12.0,3.3333333333333335,0.2044,-0.0003880774600071656,325.0,1175.0,energy_P2_le_P0,True,0.0910938001 <= 0.115406718,required
device_0,0.0,1702.0,1.2,43.254,0.15,late,40.0,12.0,3.3333333333333335,0.2044,-0.0003880774600071656,325.0,1175.0,energy_P0_le_P1,True,0.115406718 <= 0.123851235,required
device_0,0.0,1702.0,1.2,43.254,0.15,late,40.0,12.0,3.3333333333333335,0.2044,-0.0003880774600071656,325.0,1175.0,violation_P0_within_budget,True,0.15 <= 0.155,required
device_0,0.0,1702.0,1.2,43.254,0.15,late,40.0,12.0,3.3333333333333335,0.2044,-0.0003880774600071656,325.0,1175.0,violation_P2_within_budget,True,0.15 <= 0.155,required
device_0,0.0,1702.0,1.2,43.254,0.15,late,40.0,12.0,3.3333333333333335,0.2044,-0.0003880774600071656,325.0,1175.0,violation_P2prime_within_budget,True,0.15 <= 0.155,required
device_0,0.0,1702.0,1.2,43.254,0.15,late,40.0,12.0,3.3333333333333335,0.2044,-0.0003880774600071656,325.0,1175.0,violation_P3_within_budget,True,0.1502 <= 0.155,required
device_0,0.0,1702.0,1.2,43.254,0.15,late,40.0,12.0,3.3333333333333335,0.2044,-0.0003880774600071656,325.0,1175.0,P1_equals_forced,True,0.0325 == 0.0325,required
device_0,0.0,1702.0,1.35,48.66075000000001,0.05,drop,40.0,12.0,3.3333333333333335,0.2044,-0.0003880774600071656,93.0,407.0,energy_P2_le_P2prime,True,0.0799420136 <= 0.0799493855,required
device_0,0.0,1702.0,1.35,48.66075000000001,0.05,drop,40.0,12.0,3.3333333333333335,0.2044,-0.0003880774600071656,93.0,407.0,energy_P2prime_le_P3,True,0.0799493855 <= 0.0801570549,diagnostic
device_0,0.0,1702.0,1.35,48.66075000000001,0.05,drop,40.0,12.0,3.3333333333333335,0.2044,-0.0003880774600071656,93.0,407.0,energy_P2_le_P0,True,0.0799420136 <= 0.0922651405,required
device_0,0.0,1702.0,1.35,48.66075000000001,0.05,drop,40.0,12.0,3.3333333333333335,0.2044,-0.0003880774600071656,93.0,407.0,energy_P0_le_P1,True,0.0922651405 <= 0.096041005,required
device_0,0.0,1702.0,1.35,48.66075000000001,0.05,drop,40.0,12.0,3.3333333333333335,0.2044,-0.0003880774600071656,93.0,407.0,violation_P0_within_budget,True,0.05 <= 0.055,required
device_0,0.0,1702.0,1.35,48.66075000000001,0.05,drop,40.0,12.0,3.3333333333333335,0.2044,-0.0003880774600071656,93.0,407.0,violation_P2_within_budget,True,0.05 <= 0.055,required
device_0,0.0,1702.0,1.35,48.66075000000001,0.05,drop,40.0,12.0,3.3333333333333335,0.2044,-0.0003880774600071656,93.0,407.0,violation_P2prime_within_budget,True,0.05 <= 0.055,required
device_0,0.0,1702.0,1.35,48.66075000000001,0.05,drop,40.0,12.0,3.3333333333333335,0.2044,-0.0003880774600071656,93.0,407.0,violation_P3_within_budget,True,0.05 <= 0.055,required
device_0,0.0,1702.0,1.35,48.66075000000001,0.05,drop,40.0,12.0,3.3333333333333335,0.2044,-0.0003880774600071656,93.0,407.0,P1_equals_forced,True,0.0093 == 0.0093,required
device_0,0.0,1702.0,1.35,48.66075000000001,0.05,late,40.0,12.0,3.3333333333333335,0.2044,-0.0003880774600071656,93.0,407.0,energy_P2_le_P2prime,True,0.0867822128 <= 0.0867912198,required
device_0,0.0,1702.0,1.35,48.66075000000001,0.05,late,40.0,12.0,3.3333333333333335,0.2044,-0.0003880774600071656,93.0,407.0,energy_P2prime_le_P3,True,0.0867912198 <= 0.0872392196,diagnostic
device_0,0.0,1702.0,1.35,48.66075000000001,0.05,late,40.0,12.0,3.3333333333333335,0.2044,-0.0003880774600071656,93.0,407.0,energy_P2_le_P0,True,0.0867822128 <= 0.0960146422,required
device_0,0.0,1702.0,1.35,48.66075000000001,0.05,late,40.0,12.0,3.3333333333333335,0.2044,-0.0003880774600071656,93.0,407.0,energy_P0_le_P1,True,0.0960146422 <= 0.0977290485,required
device_0,0.0,1702.0,1.35,48.66075000000001,0.05,late,40.0,12.0,3.3333333333333335,0.2044,-0.0003880774600071656,93.0,407.0,violation_P0_within_budget,True,0.05 <= 0.055,required
device_0,0.0,1702.0,1.35,48.66075000000001,0.05,late,40.0,12.0,3.3333333333333335,0.2044,-0.0003880774600071656,93.0,407.0,violation_P2_within_budget,True,0.05 <= 0.055,required
device_0,0.0,1702.0,1.35,48.66075000000001,0.05,late,40.0,12.0,3.3333333333333335,0.2044,-0.0003880774600071656,93.0,407.0,violation_P2prime_within_budget,True,0.05 <= 0.055,required
device_0,0.0,1702.0,1.35,48.66075000000001,0.05,late,40.0,12.0,3.3333333333333335,0.2044,-0.0003880774600071656,93.0,407.0,violation_P3_within_budget,True,0.05 <= 0.055,required
device_0,0.0,1702.0,1.35,48.66075000000001,0.05,late,40.0,12.0,3.3333333333333335,0.2044,-0.0003880774600071656,93.0,407.0,P1_equals_forced,True,0.0093 == 0.0093,required
device_0,0.0,1702.0,1.35,48.66075000000001,0.1,drop,40.0,12.0,3.3333333333333335,0.2044,-0.0003880774600071656,93.0,907.0,energy_P2_le_P2prime,True,0.0604454601 <= 0.0604838092,required
device_0,0.0,1702.0,1.35,48.66075000000001,0.1,drop,40.0,12.0,3.3333333333333335,0.2044,-0.0003880774600071656,93.0,907.0,energy_P2prime_le_P3,True,0.0604838092 <= 0.0620805843,diagnostic
device_0,0.0,1702.0,1.35,48.66075000000001,0.1,drop,40.0,12.0,3.3333333333333335,0.2044,-0.0003880774600071656,93.0,907.0,energy_P2_le_P0,True,0.0604454601 <= 0.0872345288,required
device_0,0.0,1702.0,1.35,48.66075000000001,0.1,drop,40.0,12.0,3.3333333333333335,0.2044,-0.0003880774600071656,93.0,907.0,energy_P0_le_P1,True,0.0872345288 <= 0.096041005,required
device_0,0.0,1702.0,1.35,48.66075000000001,0.1,drop,40.0,12.0,3.3333333333333335,0.2044,-0.0003880774600071656,93.0,907.0,violation_P0_within_budget,True,0.1 <= 0.105,required
device_0,0.0,1702.0,1.35,48.66075000000001,0.1,drop,40.0,12.0,3.3333333333333335,0.2044,-0.0003880774600071656,93.0,907.0,violation_P2_within_budget,True,0.1 <= 0.105,required
device_0,0.0,1702.0,1.35,48.66075000000001,0.1,drop,40.0,12.0,3.3333333333333335,0.2044,-0.0003880774600071656,93.0,907.0,violation_P2prime_within_budget,True,0.1 <= 0.105,required
device_0,0.0,1702.0,1.35,48.66075000000001,0.1,drop,40.0,12.0,3.3333333333333335,0.2044,-0.0003880774600071656,93.0,907.0,violation_P3_within_budget,True,0.1 <= 0.105,required
device_0,0.0,1702.0,1.35,48.66075000000001,0.1,drop,40.0,12.0,3.3333333333333335,0.2044,-0.0003880774600071656,93.0,907.0,P1_equals_forced,True,0.0093 == 0.0093,required
device_0,0.0,1702.0,1.35,48.66075000000001,0.1,late,40.0,12.0,3.3333333333333335,0.2044,-0.0003880774600071656,93.0,907.0,energy_P2_le_P2prime,True,0.0741115783 <= 0.0742772441,required
device_0,0.0,1702.0,1.35,48.66075000000001,0.1,late,40.0,12.0,3.3333333333333335,0.2044,-0.0003880774600071656,93.0,907.0,energy_P2prime_le_P3,True,0.0742772441 <= 0.0745002493,diagnostic
device_0,0.0,1702.0,1.35,48.66075000000001,0.1,late,40.0,12.0,3.3333333333333335,0.2044,-0.0003880774600071656,93.0,907.0,energy_P2_le_P0,True,0.0741115783 <= 0.0939431859,required
device_0,0.0,1702.0,1.35,48.66075000000001,0.1,late,40.0,12.0,3.3333333333333335,0.2044,-0.0003880774600071656,93.0,907.0,energy_P0_le_P1,True,0.0939431859 <= 0.0977290485,required
device_0,0.0,1702.0,1.35,48.66075000000001,0.1,late,40.0,12.0,3.3333333333333335,0.2044,-0.0003880774600071656,93.0,907.0,violation_P0_within_budget,True,0.1 <= 0.105,required
device_0,0.0,1702.0,1.35,48.66075000000001,0.1,late,40.0,12.0,3.3333333333333335,0.2044,-0.0003880774600071656,93.0,907.0,violation_P2_within_budget,True,0.1 <= 0.105,required
device_0,0.0,1702.0,1.35,48.66075000000001,0.1,late,40.0,12.0,3.3333333333333335,0.2044,-0.0003880774600071656,93.0,907.0,violation_P2prime_within_budget,True,0.1 <= 0.105,required
device_0,0.0,1702.0,1.35,48.66075000000001,0.1,late,40.0,12.0,3.3333333333333335,0.2044,-0.0003880774600071656,93.0,907.0,violation_P3_within_budget,True,0.1 <= 0.105,required
device_0,0.0,1702.0,1.35,48.66075000000001,0.1,late,40.0,12.0,3.3333333333333335,0.2044,-0.0003880774600071656,93.0,907.0,P1_equals_forced,True,0.0093 == 0.0093,required
device_0,0.0,1702.0,1.35,48.66075000000001,0.15,drop,40.0,12.0,3.3333333333333335,0.2044,-0.0003880774600071656,93.0,1407.0,energy_P2_le_P2prime,True,0.0472074941 <= 0.0504541413,required
device_0,0.0,1702.0,1.35,48.66075000000001,0.15,drop,40.0,12.0,3.3333333333333335,0.2044,-0.0003880774600071656,93.0,1407.0,energy_P2prime_le_P3,False,0.0504541413 <= 0.0476676707,diagnostic
device_0,0.0,1702.0,1.35,48.66075000000001,0.15,drop,40.0,12.0,3.3333333333333335,0.2044,-0.0003880774600071656,93.0,1407.0,energy_P2_le_P0,True,0.0472074941 <= 0.0832635766,required
device_0,0.0,1702.0,1.35,48.66075000000001,0.15,drop,40.0,12.0,3.3333333333333335,0.2044,-0.0003880774600071656,93.0,1407.0,energy_P0_le_P1,True,0.0832635766 <= 0.096041005,required
device_0,0.0,1702.0,1.35,48.66075000000001,0.15,drop,40.0,12.0,3.3333333333333335,0.2044,-0.0003880774600071656,93.0,1407.0,violation_P0_within_budget,True,0.15 <= 0.155,required
device_0,0.0,1702.0,1.35,48.66075000000001,0.15,drop,40.0,12.0,3.3333333333333335,0.2044,-0.0003880774600071656,93.0,1407.0,violation_P2_within_budget,True,0.15 <= 0.155,required
device_0,0.0,1702.0,1.35,48.66075000000001,0.15,drop,40.0,12.0,3.3333333333333335,0.2044,-0.0003880774600071656,93.0,1407.0,violation_P2prime_within_budget,True,0.15 <= 0.155,required
device_0,0.0,1702.0,1.35,48.66075000000001,0.15,drop,40.0,12.0,3.3333333333333335,0.2044,-0.0003880774600071656,93.0,1407.0,violation_P3_within_budget,True,0.15 <= 0.155,required
device_0,0.0,1702.0,1.35,48.66075000000001,0.15,drop,40.0,12.0,3.3333333333333335,0.2044,-0.0003880774600071656,93.0,1407.0,P1_equals_forced,True,0.0093 == 0.0093,required
device_0,0.0,1702.0,1.35,48.66075000000001,0.15,late,40.0,12.0,3.3333333333333335,0.2044,-0.0003880774600071656,93.0,1407.0,energy_P2_le_P2prime,True,0.0662753108 <= 0.0686670797,required
device_0,0.0,1702.0,1.35,48.66075000000001,0.15,late,40.0,12.0,3.3333333333333335,0.2044,-0.0003880774600071656,93.0,1407.0,energy_P2prime_le_P3,False,0.0686670797 <= 0.0666482951,diagnostic
device_0,0.0,1702.0,1.35,48.66075000000001,0.15,late,40.0,12.0,3.3333333333333335,0.2044,-0.0003880774600071656,93.0,1407.0,energy_P2_le_P0,True,0.0662753108 <= 0.0921068696,required
device_0,0.0,1702.0,1.35,48.66075000000001,0.15,late,40.0,12.0,3.3333333333333335,0.2044,-0.0003880774600071656,93.0,1407.0,energy_P0_le_P1,True,0.0921068696 <= 0.0977290485,required
device_0,0.0,1702.0,1.35,48.66075000000001,0.15,late,40.0,12.0,3.3333333333333335,0.2044,-0.0003880774600071656,93.0,1407.0,violation_P0_within_budget,True,0.15 <= 0.155,required
device_0,0.0,1702.0,1.35,48.66075000000001,0.15,late,40.0,12.0,3.3333333333333335,0.2044,-0.0003880774600071656,93.0,1407.0,violation_P2_within_budget,True,0.15 <= 0.155,required
device_0,0.0,1702.0,1.35,48.66075000000001,0.15,late,40.0,12.0,3.3333333333333335,0.2044,-0.0003880774600071656,93.0,1407.0,violation_P2prime_within_budget,True,0.15 <= 0.155,required
device_0,0.0,1702.0,1.35,48.66075000000001,0.15,late,40.0,12.0,3.3333333333333335,0.2044,-0.0003880774600071656,93.0,1407.0,violation_P3_within_budget,True,0.15 <= 0.155,required
device_0,0.0,1702.0,1.35,48.66075000000001,0.15,late,40.0,12.0,3.3333333333333335,0.2044,-0.0003880774600071656,93.0,1407.0,P1_equals_forced,True,0.0093 == 0.0093,required
device_0,0.0,1702.0,1.5,54.0675,0.01,drop,40.0,12.0,3.3333333333333335,0.2044,-0.0003880774600071656,27.0,73.0,energy_P2_le_P2prime,True,0.072729818 <= 0.072729818,required
device_0,0.0,1702.0,1.5,54.0675,0.01,drop,40.0,12.0,3.3333333333333335,0.2044,-0.0003880774600071656,27.0,73.0,energy_P2prime_le_P3,True,0.072729818 <= 0.0727930146,diagnostic
device_0,0.0,1702.0,1.5,54.0675,0.01,drop,40.0,12.0,3.3333333333333335,0.2044,-0.0003880774600071656,27.0,73.0,energy_P2_le_P0,True,0.072729818 <= 0.0751580296,required
device_0,0.0,1702.0,1.5,54.0675,0.01,drop,40.0,12.0,3.3333333333333335,0.2044,-0.0003880774600071656,27.0,73.0,energy_P0_le_P1,True,0.0751580296 <= 0.0756734869,required
device_0,0.0,1702.0,1.5,54.0675,0.01,drop,40.0,12.0,3.3333333333333335,0.2044,-0.0003880774600071656,27.0,73.0,violation_P0_within_budget,True,0.01 <= 0.015,required
device_0,0.0,1702.0,1.5,54.0675,0.01,drop,40.0,12.0,3.3333333333333335,0.2044,-0.0003880774600071656,27.0,73.0,violation_P2_within_budget,True,0.01 <= 0.015,required
device_0,0.0,1702.0,1.5,54.0675,0.01,drop,40.0,12.0,3.3333333333333335,0.2044,-0.0003880774600071656,27.0,73.0,violation_P2prime_within_budget,True,0.01 <= 0.015,required
device_0,0.0,1702.0,1.5,54.0675,0.01,drop,40.0,12.0,3.3333333333333335,0.2044,-0.0003880774600071656,27.0,73.0,violation_P3_within_budget,True,0.01 <= 0.015,required
device_0,0.0,1702.0,1.5,54.0675,0.01,drop,40.0,12.0,3.3333333333333335,0.2044,-0.0003880774600071656,27.0,73.0,P1_equals_forced,True,0.0027 == 0.0027,required
device_0,0.0,1702.0,1.5,54.0675,0.01,late,40.0,12.0,3.3333333333333335,0.2044,-0.0003880774600071656,27.0,73.0,energy_P2_le_P2prime,True,0.0743737298 <= 0.0743737943,required
device_0,0.0,1702.0,1.5,54.0675,0.01,late,40.0,12.0,3.3333333333333335,0.2044,-0.0003880774600071656,27.0,73.0,energy_P2prime_le_P3,True,0.0743737943 <= 0.0744416985,diagnostic
device_0,0.0,1702.0,1.5,54.0675,0.01,late,40.0,12.0,3.3333333333333335,0.2044,-0.0003880774600071656,27.0,73.0,energy_P2_le_P0,True,0.0743737298 <= 0.0760549294,required
device_0,0.0,1702.0,1.5,54.0675,0.01,late,40.0,12.0,3.3333333333333335,0.2044,-0.0003880774600071656,27.0,73.0,energy_P0_le_P1,True,0.0760549294 <= 0.0761768163,required
device_0,0.0,1702.0,1.5,54.0675,0.01,late,40.0,12.0,3.3333333333333335,0.2044,-0.0003880774600071656,27.0,73.0,violation_P0_within_budget,True,0.01 <= 0.015,required
device_0,0.0,1702.0,1.5,54.0675,0.01,late,40.0,12.0,3.3333333333333335,0.2044,-0.0003880774600071656,27.0,73.0,violation_P2_within_budget,True,0.01 <= 0.015,required
device_0,0.0,1702.0,1.5,54.0675,0.01,late,40.0,12.0,3.3333333333333335,0.2044,-0.0003880774600071656,27.0,73.0,violation_P2prime_within_budget,True,0.01 <= 0.015,required
device_0,0.0,1702.0,1.5,54.0675,0.01,late,40.0,12.0,3.3333333333333335,0.2044,-0.0003880774600071656,27.0,73.0,violation_P3_within_budget,True,0.01 <= 0.015,required
device_0,0.0,1702.0,1.5,54.0675,0.01,late,40.0,12.0,3.3333333333333335,0.2044,-0.0003880774600071656,27.0,73.0,P1_equals_forced,True,0.0027 == 0.0027,required
device_0,0.0,1702.0,1.5,54.0675,0.05,drop,40.0,12.0,3.3333333333333335,0.2044,-0.0003880774600071656,27.0,473.0,energy_P2_le_P2prime,True,0.0578521814 <= 0.0583523532,required
device_0,0.0,1702.0,1.5,54.0675,0.05,drop,40.0,12.0,3.3333333333333335,0.2044,-0.0003880774600071656,27.0,473.0,energy_P2prime_le_P3,True,0.0583523532 <= 0.0585040533,diagnostic
device_0,0.0,1702.0,1.5,54.0675,0.05,drop,40.0,12.0,3.3333333333333335,0.2044,-0.0003880774600071656,27.0,473.0,energy_P2_le_P0,True,0.0578521814 <= 0.0722193907,required
device_0,0.0,1702.0,1.5,54.0675,0.05,drop,40.0,12.0,3.3333333333333335,0.2044,-0.0003880774600071656,27.0,473.0,energy_P0_le_P1,True,0.0722193907 <= 0.0756734869,required
device_0,0.0,1702.0,1.5,54.0675,0.05,drop,40.0,12.0,3.3333333333333335,0.2044,-0.0003880774600071656,27.0,473.0,violation_P0_within_budget,True,0.05 <= 0.055,required
device_0,0.0,1702.0,1.5,54.0675,0.05,drop,40.0,12.0,3.3333333333333335,0.2044,-0.0003880774600071656,27.0,473.0,violation_P2_within_budget,True,0.05 <= 0.055,required
device_0,0.0,1702.0,1.5,54.0675,0.05,drop,40.0,12.0,3.3333333333333335,0.2044,-0.0003880774600071656,27.0,473.0,violation_P2prime_within_budget,True,0.05 <= 0.055,required
device_0,0.0,1702.0,1.5,54.0675,0.05,drop,40.0,12.0,3.3333333333333335,0.2044,-0.0003880774600071656,27.0,473.0,violation_P3_within_budget,True,0.05 <= 0.055,required
device_0,0.0,1702.0,1.5,54.0675,0.05,drop,40.0,12.0,3.3333333333333335,0.2044,-0.0003880774600071656,27.0,473.0,P1_equals_forced,True,0.0027 == 0.0027,required
device_0,0.0,1702.0,1.5,54.0675,0.05,late,40.0,12.0,3.3333333333333335,0.2044,-0.0003880774600071656,27.0,473.0,energy_P2_le_P2prime,True,0.0656939418 <= 0.0660208313,required
device_0,0.0,1702.0,1.5,54.0675,0.05,late,40.0,12.0,3.3333333333333335,0.2044,-0.0003880774600071656,27.0,473.0,energy_P2prime_le_P3,True,0.0660208313 <= 0.0660060968,diagnostic
device_0,0.0,1702.0,1.5,54.0675,0.05,late,40.0,12.0,3.3333333333333335,0.2044,-0.0003880774600071656,27.0,473.0,energy_P2_le_P0,True,0.0656939418 <= 0.0750542922,required
device_0,0.0,1702.0,1.5,54.0675,0.05,late,40.0,12.0,3.3333333333333335,0.2044,-0.0003880774600071656,27.0,473.0,energy_P0_le_P1,True,0.0750542922 <= 0.0761768163,required
device_0,0.0,1702.0,1.5,54.0675,0.05,late,40.0,12.0,3.3333333333333335,0.2044,-0.0003880774600071656,27.0,473.0,violation_P0_within_budget,True,0.05 <= 0.055,required
device_0,0.0,1702.0,1.5,54.0675,0.05,late,40.0,12.0,3.3333333333333335,0.2044,-0.0003880774600071656,27.0,473.0,violation_P2_within_budget,True,0.05 <= 0.055,required
device_0,0.0,1702.0,1.5,54.0675,0.05,late,40.0,12.0,3.3333333333333335,0.2044,-0.0003880774600071656,27.0,473.0,violation_P2prime_within_budget,True,0.05 <= 0.055,required
device_0,0.0,1702.0,1.5,54.0675,0.05,late,40.0,12.0,3.3333333333333335,0.2044,-0.0003880774600071656,27.0,473.0,violation_P3_within_budget,True,0.05 <= 0.055,required
device_0,0.0,1702.0,1.5,54.0675,0.05,late,40.0,12.0,3.3333333333333335,0.2044,-0.0003880774600071656,27.0,473.0,P1_equals_forced,True,0.0027 == 0.0027,required
device_0,0.0,1702.0,1.5,54.0675,0.1,drop,40.0,12.0,3.3333333333333335,0.2044,-0.0003880774600071656,27.0,973.0,energy_P2_le_P2prime,True,0.0495556278 <= 0.0500867769,required
device_0,0.0,1702.0,1.5,54.0675,0.1,drop,40.0,12.0,3.3333333333333335,0.2044,-0.0003880774600071656,27.0,973.0,energy_P2prime_le_P3,True,0.0500867769 <= 0.0499450672,diagnostic
device_0,0.0,1702.0,1.5,54.0675,0.1,drop,40.0,12.0,3.3333333333333335,0.2044,-0.0003880774600071656,27.0,973.0,energy_P2_le_P0,True,0.0495556278 <= 0.0683571838,required
device_0,0.0,1702.0,1.5,54.0675,0.1,drop,40.0,12.0,3.3333333333333335,0.2044,-0.0003880774600071656,27.0,973.0,energy_P0_le_P1,True,0.0683571838 <= 0.0756734869,required
device_0,0.0,1702.0,1.5,54.0675,0.1,drop,40.0,12.0,3.3333333333333335,0.2044,-0.0003880774600071656,27.0,973.0,violation_P0_within_budget,True,0.1 <= 0.105,required
device_0,0.0,1702.0,1.5,54.0675,0.1,drop,40.0,12.0,3.3333333333333335,0.2044,-0.0003880774600071656,27.0,973.0,violation_P2_within_budget,True,0.1 <= 0.105,required
device_0,0.0,1702.0,1.5,54.0675,0.1,drop,40.0,12.0,3.3333333333333335,0.2044,-0.0003880774600071656,27.0,973.0,violation_P2prime_within_budget,True,0.1 <= 0.105,required
device_0,0.0,1702.0,1.5,54.0675,0.1,drop,40.0,12.0,3.3333333333333335,0.2044,-0.0003880774600071656,27.0,973.0,violation_P3_within_budget,True,0.1 <= 0.105,required
device_0,0.0,1702.0,1.5,54.0675,0.1,drop,40.0,12.0,3.3333333333333335,0.2044,-0.0003880774600071656,27.0,973.0,P1_equals_forced,True,0.0027 == 0.0027,required
device_0,0.0,1702.0,1.5,54.0675,0.1,late,40.0,12.0,3.3333333333333335,0.2044,-0.0003880774600071656,27.0,973.0,energy_P2_le_P2prime,True,0.0620938501 <= 0.0624929325,required
device_0,0.0,1702.0,1.5,54.0675,0.1,late,40.0,12.0,3.3333333333333335,0.2044,-0.0003880774600071656,27.0,973.0,energy_P2prime_le_P3,True,0.0624929325 <= 0.0623244912,diagnostic
device_0,0.0,1702.0,1.5,54.0675,0.1,late,40.0,12.0,3.3333333333333335,0.2044,-0.0003880774600071656,27.0,973.0,energy_P2_le_P0,True,0.0620938501 <= 0.0740061921,required
device_0,0.0,1702.0,1.5,54.0675,0.1,late,40.0,12.0,3.3333333333333335,0.2044,-0.0003880774600071656,27.0,973.0,energy_P0_le_P1,True,0.0740061921 <= 0.0761768163,required
device_0,0.0,1702.0,1.5,54.0675,0.1,late,40.0,12.0,3.3333333333333335,0.2044,-0.0003880774600071656,27.0,973.0,violation_P0_within_budget,True,0.1 <= 0.105,required
